city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,is_stem_major,experience_level,is_active_learner,stability_col
city_103,0.92,Male,No relevent experience,Full time course,High School,Unknown,6.0,300.0,Unknown,1.0,73.0,0.0,0.0,1.0,1.0,0.17
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10.0,750.0,Pvt Ltd,4.0,48.0,0.0,1.0,2.0,0.0,0.4
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,16.0,10005.0,Pvt Ltd,5.0,50.0,0.0,1.0,3.0,0.0,0.31
city_175,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6.0,10.0,Pvt Ltd,5.0,14.0,0.0,0.0,1.0,0.0,0.83
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.0,75.0,Pvt Ltd,5.0,96.0,0.0,1.0,2.0,0.0,0.42
city_76,0.698,Unknown,No relevent experience,Full time course,Graduate,STEM,4.0,300.0,Pvt Ltd,1.0,156.0,1.0,1.0,1.0,1.0,0.25
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,300.0,Pvt Ltd,1.0,3.0,0.0,1.0,1.0,0.0,0.14
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2.0,300.0,Unknown,0.0,4.0,1.0,1.0,0.0,0.0,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3.0,75.0,Funded Startup,1.0,12.0,1.0,1.0,1.0,0.0,0.33
city_83,0.9229999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,18.0,10005.0,Pvt Ltd,4.0,17.0,0.0,1.0,3.0,0.0,0.22
city_160,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,21.0,9.0,Other,1.0,63.0,0.0,1.0,3.0,0.0,0.05
city_70,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,2.0,10005.0,Pvt Ltd,1.0,22.0,0.0,1.0,0.0,1.0,0.5
city_144,0.84,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14.0,10.0,Pvt Ltd,3.0,52.0,0.0,1.0,2.0,0.0,0.21
city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,2.0,10005.0,Unknown,0.0,34.0,0.0,1.0,0.0,1.0,0.0
city_104,0.924,Male,Has relevent experience,Full time course,High School,Unknown,10.0,300.0,Unknown,1.0,79.0,0.0,0.0,2.0,1.0,0.1
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,10005.0,Pvt Ltd,1.0,107.0,0.0,1.0,3.0,0.0,0.05
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,18.0,75.0,Pvt Ltd,1.0,92.0,1.0,0.0,3.0,0.0,0.06
city_114,0.9259999999999999,Unknown,Has relevent experience,no_enrollment,High School,Unknown,6.0,3000.0,Pvt Ltd,2.0,14.0,0.0,0.0,1.0,0.0,0.33
city_143,0.74,Unknown,No relevent experience,no_enrollment,Graduate,STEM,3.0,300.0,Unknown,1.0,46.0,1.0,1.0,1.0,0.0,0.33
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,10005.0,Pvt Ltd,4.0,16.0,0.0,1.0,1.0,0.0,0.57
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,9.0,Pvt Ltd,4.0,185.5,0.0,1.0,1.0,0.0,0.57
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,5.0,300.0,Pvt Ltd,1.0,42.0,0.0,1.0,1.0,1.0,0.2
city_103,0.92,Male,Has relevent experience,Part time course,Masters,Business Degree,11.0,10005.0,Public Sector,3.0,60.0,0.0,0.0,2.0,1.0,0.27
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,10005.0,Pvt Ltd,4.0,138.0,1.0,1.0,3.0,0.0,0.19
city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,75.0,Pvt Ltd,1.0,68.0,0.0,1.0,1.0,0.0,0.14
city_45,0.89,Male,No relevent experience,Full time course,Masters,Humanities,2.0,300.0,Unknown,1.0,6.0,0.0,0.0,0.0,1.0,0.5
city_74,0.579,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2.0,300.0,Unknown,1.0,62.0,1.0,1.0,0.0,0.0,0.5
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.0,75.0,Funded Startup,1.0,107.0,0.0,1.0,2.0,0.0,0.08
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,3000.0,Public Sector,5.0,55.0,0.0,1.0,3.0,0.0,0.24
city_98,0.9490000000000001,Male,Has relevent experience,no_enrollment,High School,Unknown,15.0,10.0,Pvt Ltd,2.0,32.0,1.0,0.0,2.0,0.0,0.13
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,300.0,Pvt Ltd,5.0,174.0,0.0,1.0,2.0,0.0,0.56
city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,4.0,300.0,Pvt Ltd,3.0,34.0,1.0,1.0,1.0,0.0,0.75
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,300.0,Pvt Ltd,5.0,3.0,0.0,1.0,3.0,0.0,0.24
city_160,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,2.0,300.0,Unknown,1.0,20.0,1.0,0.0,0.0,0.0,0.5
city_73,0.754,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,7.0,750.0,Pvt Ltd,1.0,94.0,0.0,1.0,1.0,0.0,0.14
city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,15.0,10005.0,Pvt Ltd,5.0,20.0,1.0,1.0,2.0,0.0,0.33
city_152,0.698,Male,Has relevent experience,Full time course,Masters,STEM,14.0,75.0,Pvt Ltd,2.0,6.0,0.0,1.0,2.0,1.0,0.14
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,750.0,Pvt Ltd,3.0,112.0,1.0,1.0,1.0,0.0,0.6
city_176,0.764,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,9.0,Funded Startup,1.0,45.0,0.0,1.0,1.0,0.0,0.17
city_16,0.91,Male,No relevent experience,no_enrollment,High School,Unknown,2.0,300.0,Unknown,0.0,12.0,0.0,0.0,0.0,0.0,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,16.0,9.0,Pvt Ltd,5.0,134.0,1.0,1.0,3.0,0.0,0.31
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,3000.0,Pvt Ltd,5.0,9.0,1.0,1.0,3.0,0.0,0.24
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,No Major,6.0,3000.0,Pvt Ltd,5.0,48.0,0.0,0.0,1.0,0.0,0.83
city_41,0.8270000000000001,Male,Has relevent experience,Full time course,Masters,STEM,7.0,750.0,Funded Startup,2.0,92.0,0.0,1.0,1.0,1.0,0.29
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4.0,300.0,Public Sector,2.0,160.0,0.0,1.0,1.0,0.0,0.5
city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Phd,STEM,21.0,75.0,Pvt Ltd,5.0,40.0,0.0,1.0,3.0,0.0,0.24
city_94,0.698,Unknown,Has relevent experience,Part time course,Graduate,STEM,4.0,300.0,Unknown,1.0,105.0,1.0,1.0,1.0,1.0,0.25
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,21.0,300.0,Pvt Ltd,1.0,160.0,0.0,1.0,3.0,0.0,0.05
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.0,75.0,Pvt Ltd,1.0,103.0,0.0,1.0,3.0,0.0,0.05
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,16.0,300.0,Unknown,5.0,78.0,1.0,0.0,3.0,0.0,0.31
city_114,0.9259999999999999,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,11.0,3000.0,Pvt Ltd,2.0,9.0,0.0,1.0,2.0,0.0,0.18
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,3.0,75.0,Early Stage Startup,1.0,40.0,1.0,1.0,1.0,1.0,0.33
city_136,0.897,Male,Has relevent experience,Full time course,Masters,STEM,0.0,300.0,Unknown,0.0,14.0,0.0,1.0,0.0,1.0,0.0
city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,300.0,Pvt Ltd,3.0,185.5,1.0,1.0,1.0,0.0,0.5
city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Unknown,Unknown,10.0,300.0,Unknown,2.0,3.0,0.0,0.0,2.0,0.0,0.2
city_102,0.804,Male,No relevent experience,Full time course,High School,Unknown,5.0,300.0,Unknown,1.0,17.0,0.0,0.0,1.0,1.0,0.2
city_11,0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,5.0,300.0,Unknown,0.0,37.0,1.0,1.0,1.0,0.0,0.0
city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,19.0,300.0,Pvt Ltd,2.0,16.0,0.0,1.0,3.0,0.0,0.11
city_118,0.722,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,75.0,Pvt Ltd,1.0,13.0,0.0,1.0,2.0,0.0,0.1
city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,20.0,10005.0,Public Sector,1.0,14.0,0.0,1.0,3.0,0.0,0.05
city_57,0.866,Male,Has relevent experience,Full time course,High School,Unknown,3.0,300.0,Unknown,1.0,155.0,0.0,0.0,1.0,1.0,0.33
city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,750.0,Pvt Ltd,3.0,77.0,0.0,1.0,2.0,0.0,0.33
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,300.0,Pvt Ltd,1.0,36.0,0.0,1.0,3.0,0.0,0.05
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,Unknown,15.0,75.0,Pvt Ltd,5.0,42.0,0.0,0.0,2.0,0.0,0.33
city_76,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,11.0,9.0,Pvt Ltd,2.0,10.0,0.0,1.0,2.0,1.0,0.18
city_16,0.91,Male,No relevent experience,Full time course,High School,Unknown,4.0,300.0,Unknown,1.0,14.0,0.0,0.0,1.0,1.0,0.25
city_99,0.915,Male,No relevent experience,Full time course,Graduate,STEM,3.0,300.0,Unknown,1.0,16.0,1.0,1.0,1.0,1.0,0.33
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,300.0,Pvt Ltd,5.0,116.0,1.0,1.0,2.0,0.0,0.36
city_103,0.92,Male,No relevent experience,Full time course,High School,Unknown,4.0,300.0,Pvt Ltd,0.0,185.5,0.0,0.0,1.0,1.0,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,High School,Unknown,0.0,300.0,Unknown,0.0,53.0,1.0,0.0,0.0,0.0,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,300.0,NGO,1.0,70.0,0.0,1.0,3.0,0.0,0.05
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,15.0,75.0,Early Stage Startup,1.0,22.0,0.0,0.0,2.0,0.0,0.07
city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,17.0,750.0,Pvt Ltd,1.0,41.0,0.0,1.0,3.0,0.0,0.06
city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,Humanities,3.0,75.0,Pvt Ltd,3.0,66.0,0.0,0.0,1.0,0.0,1.0
city_28,0.9390000000000001,Male,No relevent experience,no_enrollment,Phd,STEM,4.0,300.0,Public Sector,1.0,13.0,0.0,1.0,1.0,0.0,0.25
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,300.0,Unknown,3.0,47.0,0.0,1.0,3.0,0.0,0.14
city_70,0.698,Male,No relevent experience,Full time course,Graduate,STEM,2.0,300.0,Unknown,2.0,106.0,0.0,1.0,0.0,1.0,1.0
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,11.0,300.0,Pvt Ltd,1.0,24.0,1.0,1.0,2.0,0.0,0.09
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,No Major,2.0,300.0,Unknown,2.0,11.0,1.0,0.0,0.0,0.0,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,9.0,Pvt Ltd,5.0,146.0,0.0,1.0,1.0,0.0,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,21.0,75.0,Early Stage Startup,3.0,40.0,0.0,0.0,3.0,0.0,0.14
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,2.0,75.0,Funded Startup,1.0,19.0,1.0,1.0,0.0,1.0,0.5
city_27,0.848,Male,Has relevent experience,Full time course,Graduate,STEM,21.0,300.0,Unknown,3.0,34.0,0.0,1.0,3.0,1.0,0.14
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,16.0,75.0,Pvt Ltd,1.0,16.0,0.0,1.0,3.0,0.0,0.06
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10.0,75.0,Unknown,4.0,51.0,0.0,1.0,2.0,0.0,0.4
city_103,0.92,Male,No relevent experience,Unknown,Masters,Humanities,12.0,300.0,Unknown,1.0,142.0,1.0,0.0,2.0,0.0,0.08
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,Unknown,7.0,300.0,Unknown,0.0,88.0,0.0,0.0,1.0,0.0,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,300.0,Funded Startup,2.0,76.0,0.0,1.0,1.0,0.0,0.29
city_26,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3.0,300.0,Unknown,1.0,59.0,0.0,1.0,1.0,1.0,0.33
city_102,0.804,Unknown,No relevent experience,no_enrollment,Graduate,STEM,0.0,75.0,Pvt Ltd,0.0,43.0,0.0,1.0,0.0,0.0,0.0
city_90,0.698,Female,Has relevent experience,no_enrollment,Masters,STEM,16.0,10.0,Funded Startup,1.0,22.0,0.0,1.0,3.0,0.0,0.06
city_16,0.91,Unknown,No relevent experience,no_enrollment,Graduate,Humanities,0.0,9.0,Early Stage Startup,0.0,131.0,0.0,0.0,0.0,0.0,0.0
city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,75.0,Early Stage Startup,1.0,3.0,1.0,1.0,3.0,0.0,0.05
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5.0,300.0,Unknown,1.0,16.0,0.0,1.0,1.0,1.0,0.2
city_16,0.91,Female,No relevent experience,no_enrollment,Masters,STEM,3.0,9.0,Early Stage Startup,1.0,59.0,1.0,1.0,1.0,0.0,0.33
city_21,0.624,Female,No relevent experience,Full time course,High School,Unknown,5.0,300.0,Pvt Ltd,0.0,110.0,1.0,0.0,1.0,1.0,0.0
city_123,0.738,Unknown,Has relevent experience,Full time course,Masters,STEM,8.0,10005.0,Pvt Ltd,1.0,34.0,0.0,1.0,2.0,1.0,0.12
city_73,0.754,Male,Has relevent experience,no_enrollment,Unknown,Unknown,10.0,10.0,Pvt Ltd,1.0,16.0,0.0,0.0,2.0,0.0,0.1
city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,5.0,75.0,Pvt Ltd,3.0,100.0,0.0,1.0,1.0,0.0,0.6
city_103,0.92,Male,No relevent experience,Full time course,Graduate,Humanities,3.0,3000.0,NGO,1.0,19.0,0.0,0.0,1.0,1.0,0.33
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,10.0,300.0,Pvt Ltd,5.0,34.0,0.0,1.0,2.0,0.0,0.5
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11.0,300.0,Pvt Ltd,1.0,43.0,0.0,1.0,2.0,0.0,0.09
city_36,0.893,Male,Has relevent experience,Full time course,Graduate,STEM,21.0,10.0,Pvt Ltd,1.0,48.0,0.0,1.0,3.0,1.0,0.05
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,300.0,Pvt Ltd,3.0,12.0,0.0,1.0,2.0,0.0,0.38
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.0,75.0,Pvt Ltd,2.0,185.5,0.0,1.0,2.0,0.0,0.14
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.0,10.0,Pvt Ltd,2.0,21.0,0.0,1.0,2.0,0.0,0.22
city_102,0.804,Female,No relevent experience,no_enrollment,Graduate,Humanities,1.0,300.0,Unknown,1.0,185.5,0.0,0.0,0.0,0.0,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16.0,10.0,Funded Startup,2.0,41.0,0.0,1.0,3.0,0.0,0.12
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2.0,300.0,Pvt Ltd,1.0,185.5,1.0,1.0,0.0,1.0,0.5
city_143,0.74,Female,No relevent experience,no_enrollment,Graduate,STEM,5.0,10005.0,Pvt Ltd,2.0,91.0,0.0,1.0,1.0,0.0,0.4
city_65,0.802,Male,No relevent experience,Full time course,Graduate,STEM,9.0,300.0,Pvt Ltd,0.0,14.0,0.0,1.0,2.0,1.0,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,750.0,Pvt Ltd,3.0,98.0,0.0,1.0,3.0,0.0,0.14
city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,300.0,Pvt Ltd,1.0,19.0,0.0,1.0,3.0,0.0,0.05
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.0,3000.0,Unknown,2.0,18.0,0.0,1.0,2.0,0.0,0.17
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,10.0,10005.0,Pvt Ltd,3.0,3.0,0.0,1.0,2.0,0.0,0.3
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,2.0,300.0,Unknown,0.0,80.0,0.0,1.0,0.0,0.0,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2.0,75.0,Pvt Ltd,2.0,87.0,0.0,1.0,0.0,0.0,1.0
city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,16.0,300.0,Unknown,1.0,56.0,1.0,1.0,3.0,0.0,0.06
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,1.0,10005.0,Public Sector,1.0,185.5,0.0,1.0,0.0,0.0,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,10005.0,Pvt Ltd,5.0,17.0,0.0,1.0,2.0,0.0,0.45
city_103,0.92,Unknown,No relevent experience,Part time course,Graduate,STEM,0.0,300.0,Unknown,0.0,74.0,0.0,1.0,0.0,1.0,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,11.0,10005.0,Pvt Ltd,1.0,37.0,0.0,1.0,2.0,0.0,0.09
city_114,0.9259999999999999,Male,No relevent experience,Full time course,Primary School,Unknown,5.0,300.0,Unknown,0.0,52.0,0.0,0.0,1.0,1.0,0.0
city_46,0.762,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14.0,75.0,Funded Startup,1.0,21.0,0.0,1.0,2.0,0.0,0.07
city_16,0.91,Male,Has relevent experience,no_enrollment,Unknown,Unknown,21.0,300.0,Unknown,2.0,185.5,0.0,0.0,3.0,0.0,0.1
city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,14.0,10.0,Pvt Ltd,2.0,92.0,0.0,1.0,2.0,0.0,0.14
city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,9.0,Pvt Ltd,5.0,13.0,0.0,1.0,3.0,0.0,0.24
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,300.0,Unknown,1.0,161.0,1.0,1.0,3.0,0.0,0.05
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,13.0,300.0,Pvt Ltd,0.0,34.0,0.0,1.0,2.0,0.0,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,10.0,Pvt Ltd,5.0,8.0,0.0,1.0,3.0,0.0,0.24
city_136,0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,10.0,300.0,Pvt Ltd,5.0,185.5,0.0,1.0,2.0,0.0,0.5
city_74,0.579,Male,No relevent experience,Part time course,High School,Unknown,3.0,300.0,Pvt Ltd,0.0,65.0,0.0,0.0,1.0,1.0,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,300.0,Pvt Ltd,1.0,146.0,0.0,1.0,3.0,0.0,0.05
city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,9.0,Pvt Ltd,1.0,34.0,0.0,1.0,3.0,0.0,0.05
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9.0,300.0,NGO,1.0,21.0,0.0,1.0,2.0,0.0,0.11
city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10.0,300.0,Unknown,1.0,84.0,0.0,1.0,2.0,0.0,0.1
city_64,0.6659999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,0.0,10005.0,Pvt Ltd,0.0,45.0,0.0,1.0,0.0,0.0,0.0
city_16,0.91,Unknown,No relevent experience,no_enrollment,Unknown,Unknown,2.0,300.0,Unknown,0.0,36.0,0.0,0.0,0.0,0.0,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,10005.0,Pvt Ltd,4.0,113.0,1.0,1.0,2.0,0.0,0.5
city_114,0.9259999999999999,Male,No relevent experience,Full time course,High School,Unknown,9.0,300.0,Unknown,0.0,150.0,0.0,0.0,2.0,1.0,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11.0,300.0,Pvt Ltd,1.0,6.0,0.0,1.0,2.0,0.0,0.09
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,15.0,300.0,Pvt Ltd,3.0,4.0,0.0,0.0,2.0,0.0,0.2
city_136,0.897,Unknown,Has relevent experience,no_enrollment,Masters,STEM,5.0,75.0,Funded Startup,1.0,185.5,0.0,1.0,1.0,0.0,0.2
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5.0,300.0,Unknown,1.0,135.0,0.0,1.0,1.0,0.0,0.2
city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,9.0,300.0,Funded Startup,1.0,40.0,0.0,1.0,2.0,0.0,0.11
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8.0,75.0,Pvt Ltd,1.0,6.0,1.0,1.0,2.0,0.0,0.12
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,3000.0,Pvt Ltd,5.0,58.0,0.0,1.0,3.0,0.0,0.24
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,Humanities,4.0,300.0,Unknown,1.0,88.0,1.0,0.0,1.0,0.0,0.25
city_11,0.55,Unknown,Has relevent experience,no_enrollment,Masters,STEM,7.0,9.0,Early Stage Startup,1.0,29.0,0.0,1.0,1.0,0.0,0.14
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.0,75.0,Pvt Ltd,5.0,168.0,0.0,1.0,1.0,0.0,0.83
city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,3000.0,Pvt Ltd,0.0,16.0,0.0,1.0,2.0,0.0,0.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,13.0,9.0,Pvt Ltd,1.0,185.5,0.0,1.0,2.0,0.0,0.08
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9.0,10005.0,Pvt Ltd,2.0,36.0,1.0,1.0,2.0,0.0,0.22
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,7.0,75.0,Pvt Ltd,0.0,35.0,1.0,1.0,1.0,0.0,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8.0,10005.0,Pvt Ltd,5.0,53.0,1.0,1.0,2.0,0.0,0.62
city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,0.0,300.0,Unknown,0.0,74.0,1.0,1.0,0.0,1.0,0.0
city_98,0.9490000000000001,Other,No relevent experience,no_enrollment,Masters,STEM,9.0,75.0,Unknown,1.0,88.0,0.0,1.0,2.0,0.0,0.11
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,21.0,10005.0,Pvt Ltd,5.0,43.0,1.0,1.0,3.0,0.0,0.24
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,300.0,Unknown,1.0,41.0,1.0,1.0,3.0,0.0,0.05
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8.0,75.0,Public Sector,4.0,33.0,1.0,1.0,2.0,0.0,0.5
city_77,0.83,Unknown,No relevent experience,no_enrollment,High School,Unknown,2.0,300.0,Unknown,0.0,2.0,0.0,0.0,0.0,0.0,0.0
city_102,0.804,Unknown,Has relevent experience,no_enrollment,Masters,STEM,9.0,300.0,Unknown,2.0,25.0,1.0,1.0,2.0,0.0,0.22
city_114,0.9259999999999999,Male,No relevent experience,Full time course,High School,Unknown,10.0,300.0,Public Sector,1.0,22.0,0.0,0.0,2.0,1.0,0.1
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15.0,300.0,Pvt Ltd,5.0,8.0,0.0,1.0,2.0,0.0,0.33
city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,1.0,300.0,Unknown,1.0,42.0,1.0,1.0,0.0,1.0,1.0
city_117,0.698,Male,No relevent experience,Full time course,Graduate,STEM,5.0,300.0,Unknown,0.0,72.0,1.0,1.0,1.0,1.0,0.0
city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7.0,300.0,Unknown,1.0,149.0,0.0,1.0,1.0,0.0,0.14
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.0,300.0,Pvt Ltd,5.0,49.0,0.0,1.0,3.0,0.0,0.24
city_102,0.804,Male,Has relevent experience,no_enrollment,High School,Unknown,5.0,300.0,Unknown,1.0,82.0,0.0,0.0,1.0,0.0,0.2
city_162,0.767,Unknown,Has relevent experience,Unknown,Graduate,STEM,9.0,300.0,Unknown,1.0,50.0,1.0,1.0,2.0,0.0,0.11
city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,High School,Unknown,11.0,9.0,Pvt Ltd,0.0,62.0,0.0,0.0,2.0,0.0,0.0
city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.0,300.0,Pvt Ltd,1.0,185.5,1.0,1.0,2.0,0.0,0.12
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,15.0,10.0,Pvt Ltd,5.0,176.0,0.0,1.0,2.0,0.0,0.33
city_114,0.9259999999999999,Male,No relevent experience,Full time course,Masters,STEM,14.0,750.0,Public Sector,1.0,8.0,0.0,1.0,2.0,1.0,0.07
city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.0,9.0,Early Stage Startup,0.0,24.0,1.0,1.0,2.0,0.0,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Unknown,Unknown,1.0,300.0,Unknown,0.0,31.0,0.0,0.0,0.0,0.0,0.0
